name,state,latitude,longitude,area_sqmi,tier
MALCOLM,MI,44.492501,-86.155923,0.0000,-1
MANCELONA,MI,44.902417,-85.061271,1.0030,3
MANCHESTER,MI,42.148292,-84.034633,2.1270,3
MANDAN,MI,47.424909,-88.015662,0.0000,-1
MANGUM,MI,46.458548,-87.256809,0.0000,-1
MANISTEE,MI,44.245268,-86.327537,3.2790,3
MANISTEE LAKE,MI,44.772482,-85.023542,3.5610,3
MANISTIQUE,MI,45.959744,-86.250953,3.2090,3
MANITOU BEACH,MI,41.982330,-84.280266,6.0840,2
MANITOU BEACH DEVILS LAKE,MI,41.982330,-84.280266,6.0840,3
MANLIUS,MI,42.630948,-86.071592,35.1910,1
MANNING,MI,45.515011,-84.351137,0.0000,-1
MANSFIELD,MI,46.208014,-88.147931,99.0760,1
MANSFIELD LOCATION,MI,46.119116,-88.219580,0.0000,-1
MANTILA CAMP,MI,46.206895,-87.064033,0.0000,-1
MANTON,MI,44.411345,-85.400523,1.5610,3
MAPLE,MI,44.855635,-85.857256,0.4330,2
MAPLE BEACH,MI,42.053377,-83.186871,0.0000,-1
MAPLE CITY,MI,44.855635,-85.857256,0.4330,3
MAPLE FOREST,MI,44.809181,-84.655850,35.3030,1
MAPLE GROVE,MI,44.709076,-85.853723,0.3510,3
MAPLE GROVE CORNERS,MI,42.375588,-86.243917,0.0000,-1
MAPLE HILL,MI,43.367805,-85.479481,0.0000,-1
MAPLE ISLAND,MI,42.063376,-86.177239,0.0000,-1
MAPLE LEAF,MI,42.578090,-82.569629,0.0000,-1
MAPLE RAPIDS,MI,43.108593,-84.685876,1.3660,3
MAPLE RIDGE,MI,46.086678,-87.137700,108.2780,1
MAPLE RIVER,MI,45.501602,-84.802190,35.3240,1
MAPLE VALLEY,MI,43.344090,-85.393572,35.3420,1
MAPLEHURST,MI,42.347818,-85.154159,0.0000,-1
MAPLETON,MI,43.566693,-84.182763,0.0000,-1
MAPLEWOOD,MI,45.968852,-86.972363,0.0000,-1
MARATHON,MI,43.192792,-83.398022,33.0280,1
MARCELLUS,MI,42.024904,-85.813917,0.6820,3
MARENGO,MI,42.292713,-84.876016,35.0340,1
MARENISCO,MI,46.373716,-89.712017,3.4460,3
MARILLA,MI,44.388087,-85.904319,35.4650,1
MARINE,MI,42.714297,-82.502790,2.1560,2
MARINE CITY,MI,42.714297,-82.502790,2.1560,3
MARION,MI,44.099785,-85.140944,1.2870,3
MARION SPRINGS,MI,43.244470,-84.327209,0.0000,-1
MARKEY,MI,44.379091,-84.672927,28.7260,1
MARKS,MI,46.259711,-85.697618,0.0000,-1
MARLBOROUGH,MI,43.864735,-85.841728,0.0000,-1
MARLETTE,MI,43.326439,-83.080519,1.6150,3
MARNE,MI,43.036135,-85.827817,0.0000,-1
MARQUETTE,MI,46.550698,-87.395833,11.3370,3
MARSH CORNER,MI,45.579454,-84.935055,0.0000,-1
MARSHALL,MI,42.262630,-84.958739,6.4930,3
MARTIN,MI,42.536958,-85.638952,0.7660,3
MARTINDALE BEACH,MI,42.691423,-82.507409,0.0000,-1
MARTINS BLUFF,MI,45.636391,-85.488137,0.0000,-1
MARTINS LANDING,MI,46.536324,-87.985690,0.0000,-1
MARTINSVILLE,MI,42.144763,-83.460490,0.0000,-1
MARTINY,MI,43.686261,-85.266652,31.9770,1
MARYSVILLE,MI,42.908473,-82.480956,7.3280,3
MASHEK,MI,46.047731,-87.471524,0.0000,-1
MASON,MI,42.580693,-84.442283,5.1100,3
MASONVILLE,MI,46.035423,-86.885923,166.5440,1
MASS,MI,46.761590,-89.084852,0.5380,2
MASS CITY,MI,46.761590,-89.084852,0.5380,3
MASTODON,MI,46.022244,-88.281118,126.5820,1
MATCHWOOD,MI,46.603379,-89.453002,108.7580,1
MATHERTON,MI,43.068366,-84.836945,0.0000,-1
MATHIAS,MI,46.214964,-86.869859,70.6790,1
MATTAWAN,MI,42.215635,-85.795760,3.8130,3
MATTESON,MI,41.943613,-85.228621,35.7740,1
MAUE CORNERS,MI,44.360003,-86.139252,0.0000,-1
MAXTON,MI,46.033910,-83.675834,0.0000,-1
MAYBEE,MI,42.010183,-83.509259,1.8440,3
MAYFIELD,MI,44.562896,-85.625302,35.9240,1
MAYVILLE,MI,43.335942,-83.351972,1.0770,3
MAYWOOD,MI,45.836633,-86.986805,0.0000,-1
MCBAIN,MI,44.196055,-85.215381,1.2590,3
MCBRIDE,MI,43.352057,-85.044134,0.3880,3
MCCARRON,MI,46.331964,-84.280868,0.0000,-1
MCCLURE,MI,44.037799,-84.427232,0.0000,-1
MCCOMB CORNER,MI,46.866037,-88.108459,0.0000,-1
MCCORDS,MI,42.867531,-85.443908,0.0000,-1
MCDONALD,MI,42.265314,-86.156967,0.0000,-1
MCFARLAND,MI,46.180228,-87.244863,0.0000,-1
MCGEE,MI,44.605556,-85.175000,0.0000,-1
MCGREGOR,MI,43.482520,-82.747433,0.0000,-1
MCGREW JUNCTION,MI,43.070027,-83.676901,0.0000,-1
MCHARG,MI,45.035567,-83.613871,0.0000,-1
MCINTYRE LANDING,MI,44.665014,-84.808367,0.0000,-1
MCIVOR,MI,44.234463,-83.683038,0.0000,-1
MCKEEVER,MI,46.745494,-89.052639,0.0000,-1
MCKINLEY,MI,45.587117,-84.787745,35.1120,1
MCLEAN,MI,43.359722,-85.979167,0.0000,-1
MCLEODS CORNER,MI,46.303336,-85.363433,0.0000,-1
MCMANUS CORNER,MI,44.540837,-85.456172,0.0000,-1
MCMILLAN,MI,46.510988,-85.517552,588.7740,1
MCMILLAN CORNER,MI,46.310268,-85.689010,0.0000,-1
MCPHEES LANDING,MI,46.372225,-85.420109,0.0000,-1
MEADE,MI,44.118364,-86.093970,37.4110,1
MEADOW,MI,44.264462,-83.643591,0.0000,-1
MEADS LANDING,MI,44.406682,-84.804753,0.0000,-1
MEARS,MI,43.683473,-86.422227,1.1370,3
MEAUWATAKA,MI,44.353061,-85.539782,0.0000,-1
MECOSTA,MI,43.618108,-85.229964,1.1120,3
MEDINA,MI,41.762283,-84.295495,47.5360,1
MEISENHEIMER CORNERS,MI,43.862784,-86.399525,0.0000,-1
MELITA,MI,44.112798,-84.007216,0.0000,-1
MELLEN,MI,45.333079,-87.626618,30.7990,1
MELROSE,MI,45.239902,-84.914311,32.9450,1
MELSTRAND,MI,46.463011,-86.415162,0.0000,-1
MELVIN,MI,43.186430,-82.861653,0.9710,3
MELVINDALE,MI,42.278607,-83.182255,2.7270,3
MEMPHIS,MI,42.895234,-82.768258,1.1220,3
MENDON,MI,42.008514,-85.454039,0.9780,3
MENOMINEE,MI,45.122088,-87.623573,5.1630,3
MENONAQUA BEACH,MI,45.415288,-84.913106,0.0000,-1
MENTHA,MI,42.357258,-85.774737,0.0000,-1
MENTOR,MI,44.606748,-84.015351,142.0060,1
MEREDITH,MI,44.130575,-84.607240,0.0000,-1
MERIDIAN,MI,42.725291,-84.419722,30.5560,1
MERRILL,MI,43.409080,-84.334493,0.6950,3
MERRILLSVILLE HISTORICAL,MI,43.150000,-82.813889,0.0000,-1
MERRIMAN,MI,45.917453,-88.055686,0.0000,-1
MERRITT,MI,43.518381,-83.748678,31.6430,1
MERRIWEATHER,MI,46.573558,-89.635712,0.0000,-1
MERSON,MI,42.434756,-85.866133,0.0000,-1
MESICK,MI,44.404051,-85.717340,1.3290,3
METAMORA,MI,42.945532,-83.292977,0.8310,3
METROPOLITAN,MI,45.994674,-87.894021,0.0000,-1
METZ,MI,45.249495,-83.830415,35.5830,1
MEYER,MI,45.761951,-87.639490,89.5830,1
MEYERS BEACH,MI,43.807244,-83.925540,0.0000,-1
MIAMI BEACH,MI,45.451400,-84.556424,0.0000,-1
MIAMI PARK,MI,42.465307,-86.250032,0.0000,-1
MICHELSON,MI,44.378904,-84.842810,0.0000,-1
MICHIANA,MI,41.763711,-86.811106,0.3650,3
MICHIGAMME,MI,46.530680,-88.026155,2.3790,3
MICHIGAN CENTER,MI,42.228083,-84.322602,5.0410,3
MICHILLINDA,MI,43.350566,-86.413401,0.0000,-1
MICHIWAUKEE SHORES,MI,45.951083,-86.355144,0.0000,-1
MIDDLE BRANCH,MI,44.030815,-85.147465,35.4990,1
MIDDLE VILLAGE,MI,45.550286,-85.113395,0.0000,-1
MIDDLEBURY,MI,43.002169,-84.318347,24.5980,1
MIDDLETON,MI,43.183366,-84.708889,0.0000,-1
MIDDLETOWN,MI,42.986711,-84.143047,0.4690,3
MIDDLEVILLE,MI,42.715319,-85.468617,2.4430,3
MIDLAND,MI,43.624796,-84.231984,34.4890,3
MIDLAND PARK,MI,42.390872,-85.385559,0.0000,-1
MIKADO,MI,44.558883,-83.514230,71.3480,1
MILAN,MI,42.081347,-83.684793,3.4780,3
MILFORD,MI,42.588539,-83.601648,2.4510,3
MILL MINE JUNCTION,MI,47.084650,-88.652070,0.0000,-1
MILLBROOK,MI,43.509743,-85.149540,35.7690,1
MILLBURG,MI,42.126828,-86.344687,1.8080,3
MILLECOQUINS,MI,46.135272,-85.507602,0.0000,-1
MILLEN,MI,44.641122,-83.636445,70.7800,1
MILLER,MI,42.549202,-82.658798,0.0000,-1
MILLERS CORNERS,MI,44.584167,-85.154167,0.0000,-1
MILLERS LAKE,MI,43.184503,-83.326168,1.5090,3
MILLERSBURG,MI,45.334080,-84.060700,0.9900,3
MILLERSVILLE,MI,44.276673,-85.559780,0.0000,-1
MILLERTON,MI,44.039730,-86.050351,0.0000,-1
MILLETT,MI,42.700035,-84.621370,0.0000,-1
MILLEVILLE BEACH,MI,42.049488,-83.186871,0.0000,-1
MILLGROVE,MI,42.566698,-85.898639,0.0000,-1
MILLINGTON,MI,43.272814,-83.523817,1.3620,3
MILLS,MI,43.781308,-84.232200,35.5570,1
MILLVILLE,MI,42.529202,-84.191073,0.0000,-1
MILTON,MI,44.915759,-85.336186,25.5630,1
MILWOOD,MI,42.259208,-85.565560,0.0000,-1
MINARDS MILL,MI,42.337537,-84.546912,0.0000,-1
MINDEN,MI,43.674722,-82.772809,0.9860,2
MINDEN CITY,MI,43.674722,-82.772809,0.9860,3
MINERAL HILLS,MI,46.113287,-88.647910,0.0000,-1
MINOR BEACH,MI,45.954139,-86.324588,0.0000,-1
MIO,MI,44.662314,-84.145991,8.3670,3
MISSAUKEE JUNCTION,MI,44.308896,-85.414497,0.0000,-1
MISSION,MI,46.447243,-84.597552,0.0000,-1
MITCHELL,MI,44.725810,-83.802085,142.5630,1
MIZPAH PARK,MI,42.162538,-86.436135,0.0000,-1
MODDERSVILLE,MI,44.220292,-84.952534,0.0000,-1
MOFFATT,MI,44.119283,-84.109273,31.4930,1
MOHAWK,MI,47.310187,-88.344658,1.2300,3
MOLINE,MI,42.739197,-85.663913,0.0000,-1
MOLTKE,MI,45.406607,-83.947011,33.9150,1
MONITOR,MI,43.608559,-83.989810,36.7820,1
MONONGAHELA LOCATION,MI,46.086896,-88.371524,0.0000,-1
MONROE,MI,41.916586,-83.384324,9.0460,3
MONROE CENTER,MI,44.613613,-85.696741,0.0000,-1
MONTAGUE,MI,43.412561,-86.363119,2.6270,3
MONTCALM,MI,43.243199,-85.263503,35.4310,1
MONTEITH STATION,MI,42.522222,-85.638889,0.0000,-1
MONTEREY,MI,42.633551,-85.828865,35.7050,1
MONTEREY CENTER,MI,42.638364,-85.839750,0.0000,-1
MONTGOMERY,MI,41.776041,-84.808997,1.0000,3
MONTMORENCY,MI,45.172881,-84.131568,136.6130,1
MONTROSE,MI,43.176345,-83.893185,0.9770,3
MOORE,MI,43.464083,-82.929450,36.2960,1
MOORE PARK,MI,42.013936,-85.635551,0.0000,-1
MOORESTOWN,MI,44.465845,-85.001986,0.0000,-1
MOOREVILLE,MI,42.103098,-83.733273,0.0000,-1
MOORLAND,MI,43.246892,-85.965066,35.7290,1
MORAN,MI,46.043805,-84.943303,127.5720,1
MORENCI,MI,41.722711,-84.216844,2.1200,3
MOREY,MI,44.425286,-85.216993,0.0000,-1
MORGAN,MI,42.622535,-85.176391,0.0000,-1
MORGAN CORNERS,MI,42.231154,-85.202489,0.0000,-1
MORLAND CORNER,MI,43.235278,-85.987778,0.0000,-1
MORLEY,MI,43.490389,-85.445471,0.8950,3
MORRES JUNCTION,MI,44.011688,-84.095552,0.0000,-1
MORRICE,MI,42.836015,-84.184476,1.3030,3
MORSEVILLE,MI,43.236415,-83.866078,0.0000,-1
MORTON,MI,43.595502,-85.263654,33.0390,1
MOSCOW,MI,42.021959,-84.521294,35.1390,1
MOSELEY,MI,43.029475,-85.351964,0.0000,-1
MOSHERVILLE,MI,42.060322,-84.659405,0.0000,-1
MOTTVILLE,MI,41.788128,-85.711395,19.3170,1
MOUNT CLEMENS,MI,42.598055,-82.881506,4.0930,3
MOUNT FOREST,MI,43.863030,-84.116133,35.9100,1
MOUNT HALEY,MI,43.517776,-84.320619,23.8190,1
MOUNT MORRIS,MI,43.117664,-83.698729,1.1480,3
MOUNT PLEASANT,MI,43.596710,-84.775972,7.7220,3
MOUNT VERNON,MI,42.741976,-83.086877,0.0000,-1
MUELLER,MI,46.031231,-85.950147,83.6100,1
MUIR,MI,42.998361,-84.935183,0.7120,3
MUIRS,MI,42.556424,-82.587129,0.0000,-1
MULBERRY,MI,41.743662,-83.881608,0.0000,-1
MULLETT,MI,45.510327,-84.558945,19.0690,1
MULLETT LAKE,MI,45.561956,-84.525592,0.0000,-1
MULLETT LAKE WOODS,MI,45.547778,-84.463889,0.0000,-1
MULLIKEN,MI,42.763008,-84.896370,1.0440,3
MUNDY,MI,42.908198,-83.756109,36.0300,1
MUNGER,MI,43.521967,-83.773303,0.0000,-1
MUNISING,MI,46.430919,-86.619443,5.2580,3
MUNISING JUNCTION,MI,46.379112,-86.710156,0.0000,-1
MUNITH,MI,42.390591,-84.250516,0.0000,-1
MUNRO,MI,45.599665,-84.661661,28.3900,1
MUNSON,MI,41.711439,-84.329115,0.0000,-1
MUNUSCONG,MI,46.245296,-84.185029,0.0000,-1
MUSKEGON,MI,43.226540,-86.257247,14.1430,3
MUSKEGON HEIGHTS,MI,43.201921,-86.240963,3.1850,3
MUSSEY,MI,43.025719,-82.931553,35.6760,1
MUTTONVILLE,MI,42.796419,-82.735199,0.0000,-1
MYREN,MI,46.426067,-86.427383,0.0000,-1
NADEAU,MI,45.565860,-87.542922,80.8000,1
NAHMA,MI,45.969728,-86.719997,168.0630,1
NAHMA JUNCTION,MI,45.897192,-86.708476,0.0000,-1
NAOMI,MI,42.042822,-86.271129,0.0000,-1
NAPIER,MI,42.093653,-86.280297,0.0000,-1
NAPOLEON,MI,42.164503,-84.243842,2.6210,3
NARENTA,MI,45.726357,-87.242633,0.0000,-1
NASHVILLE,MI,42.602967,-85.093882,2.1070,3
NATALIE,MI,46.346940,-85.577618,0.0000,-1
NATHAN,MI,45.579133,-87.707064,0.0000,-1
NATIONAL CITY,MI,44.234185,-83.723317,0.0000,-1
NATIONAL MINE,MI,46.458548,-87.681525,0.0000,-1
NAUBINWAY,MI,46.089761,-85.455055,0.4120,3
NAULTS,MI,45.991621,-88.394022,0.0000,-1
NEEDMORE,MI,42.683369,-84.856101,0.0000,-1
NEELEY,MI,42.500035,-85.554458,0.0000,-1
NEGAUNEE,MI,46.496619,-87.591868,13.4440,3
NELLSVILLE,MI,44.335849,-84.813363,0.0000,-1
NELSON,MI,43.256725,-85.486397,35.3420,1
NEPCO CAMP NUMBER 7,MI,47.403247,-88.144550,0.0000,-1
NESSEN,MI,44.520601,-85.871850,1.2140,2
NESSEN CITY,MI,44.520601,-85.871850,1.2140,3
NESTER,MI,44.200515,-84.456898,71.3440,1
NESTORIA,MI,46.570214,-88.263745,0.0000,-1
NEW BALTIMORE,MI,42.685306,-82.737649,4.6010,3
NEW BOSTON,MI,42.162541,-83.402989,0.0000,-1
NEW BRISTOL LOCATION,MI,46.104396,-88.386524,0.0000,-1
NEW BUFFALO,MI,41.791382,-86.742543,2.4670,3
NEW DALTON,MI,46.391885,-87.199865,0.0000,-1
NEW ERA,MI,43.559633,-86.347156,0.8390,3
NEW GREENLEAF,MI,43.661683,-83.078278,0.0000,-1
NEW HAVEN,MI,42.729762,-82.797040,2.5290,3
NEW HAVEN CENTER,MI,43.248922,-84.777229,0.0000,-1
NEW HOLLAND,MI,42.856134,-86.078931,0.0000,-1
NEW HUDSON,MI,42.510867,-83.615495,0.0000,-1
NEW LOTHROP,MI,43.117275,-83.968974,0.8650,3
NEW RICHMOND,MI,42.647804,-86.105592,0.0000,-1
NEW SALEM,MI,42.753918,-85.801974,0.0000,-1
NEW SWANZY,MI,46.277445,-87.425972,0.0000,-1
NEW TROY,MI,41.881797,-86.542358,1.3250,3
NEWARK,MI,43.243778,-84.663032,34.3450,1
NEWAYGO,MI,43.417276,-85.799530,3.7660,3
NEWBERG,MI,41.947383,-85.809142,34.5070,1
NEWBERRY,MI,46.353821,-85.509804,0.9810,3
NEWBURG,MI,42.042265,-83.968276,0.0000,-1
NEWFIELD,MI,43.603010,-86.107496,34.8290,1
NEWKIRK,MI,44.093189,-85.746034,72.8020,1
NEWLAND,MI,44.301391,-86.243420,0.0000,-1
NEWPORT,MI,42.002267,-83.308542,0.0000,-1
NEWTON,MI,46.031895,-85.737398,148.5870,1
NICHOLSON,MI,42.776977,-84.123853,0.0000,-1
NICHOLSVILLE,MI,42.043655,-85.896117,0.0000,-1
NILES,MI,41.834539,-86.247851,5.7940,3
NINE MILE,MI,43.876689,-84.065269,0.0000,-1
NIRVANA,MI,43.902514,-85.712001,0.0000,-1
NISULA,MI,46.764935,-88.794580,0.0000,-1
NOBLE,MI,41.787252,-85.231678,20.9650,1
NOMAD,MI,45.595003,-85.515079,0.0000,-1
NONESUCH,MI,46.755225,-89.619600,0.0000,-1
NOORDELOOS,MI,42.841412,-86.058375,0.0000,-1
NORMAN,MI,44.204459,-85.944003,70.8120,1
NORRIE,MI,46.446337,-90.162952,0.0000,-1
NORTH ADAMS,MI,41.970714,-84.525209,0.5320,3
NORTH ALLIS,MI,45.415145,-84.194376,32.7160,1
NORTH ARMS,MI,44.971115,-85.231452,0.0000,-1
NORTH AURELIUS,MI,42.581981,-84.543033,0.0000,-1
NORTH BESSEMER,MI,46.509392,-90.066284,0.0000,-1
NORTH BLENDON,MI,42.928913,-85.962264,0.0000,-1
NORTH BRADLEY,MI,43.711417,-84.490006,0.0000,-1
NORTH BRANCH,MI,43.228637,-83.191973,1.4420,3
NORTH BYRON,MI,42.845028,-85.732808,0.0000,-1
NORTH DORR,MI,42.768640,-85.761973,0.0000,-1
NORTH EPWORTH,MI,43.978060,-86.466751,0.0000,-1
NORTH ESCABANA HISTORICAL,MI,45.794444,-87.087500,0.0000,-1
NORTH ESCANABA,MI,45.764690,-87.074303,0.0000,-1
NORTH FARMINGTON,MI,42.527812,-83.379656,0.0000,-1
NORTH IRONWOOD,MI,46.510781,-90.155453,0.0000,-1
NORTH LAKE,MI,46.493547,-87.727635,0.0000,-1
NORTH LAKEPORT,MI,43.137250,-82.496865,0.0000,-1
NORTH LESLIE,MI,42.480592,-84.444138,0.0000,-1
NORTH MANITOU,MI,45.120264,-85.979256,0.0000,-1
NORTH MORENCI,MI,41.763661,-84.223558,0.0000,-1
NORTH MUSKEGON,MI,43.252163,-86.270831,1.7900,3
NORTH NILES,MI,41.854167,-86.243056,0.0000,-1
NORTH PAYNESVILLE,MI,46.564109,-89.115697,0.0000,-1
NORTH PLAINS,MI,43.068964,-84.906519,35.7530,1
NORTH SHADE,MI,43.160144,-84.777064,35.6060,1
NORTH SHORES,MI,41.836435,-83.407432,0.0000,-1
NORTH STAR,MI,43.243445,-84.540299,33.6940,1
NORTH WHEELER,MI,43.466140,-84.428608,0.0000,-1
NORTH WILLIAMS,MI,43.639747,-84.088873,0.0000,-1
NORTHFIELD,MI,42.388627,-83.729032,35.7680,1
NORTHLAND,MI,46.073007,-87.595690,0.0000,-1
NORTHPORT,MI,45.130272,-85.617661,1.6480,3
NORTHVIEW,MI,43.039850,-85.603448,10.2960,3
NORTHVILLE,MI,42.436205,-83.488283,2.0390,3
NORTHWOOD,MI,42.332817,-85.589730,0.0000,-1
NORTON,MI,42.376148,-83.314098,0.0000,-1
NORTON SHORES,MI,43.169538,-86.235405,23.2430,3
NORVELL,MI,42.129435,-84.162801,29.5450,1
NORWALK,MI,44.341669,-86.162308,0.0000,-1
NORWAY,MI,45.798585,-87.913952,9.4650,3
NORWAYNE,MI,42.297815,-83.387988,0.0000,-1
NORWICH,MI,44.473042,-84.977319,71.9180,1
NORWOOD,MI,45.231860,-85.380956,2.0310,3
NOTTAWA,MI,41.940854,-85.470576,35.6010,1
NOTTEN,MI,42.278647,-84.123284,0.0000,-1
NOVESTA,MI,43.543540,-83.171482,35.3040,1
NOVI,MI,42.478494,-83.486825,30.2440,3
NUNDA,MI,45.235888,-84.483403,70.2600,1
NUNICA,MI,43.085244,-86.074816,1.8310,3
O NEIL,MI,44.641398,-85.073936,0.0000,-1
OAK,MI,42.380315,-83.234373,0.0000,-1
OAK GROVE,MI,42.700310,-83.931899,0.0000,-1
OAK HILL,MI,44.219710,-86.303149,0.5030,3
OAK PARK,MI,42.464943,-83.182410,5.1470,3
OAK POINT,MI,42.192815,-84.255785,0.0000,-1
OAK RIDGE,MI,46.288629,-84.210031,0.0000,-1
OAK SHADE PARK,MI,42.068376,-84.160501,0.0000,-1
OAK WOOD SHORES,MI,44.211684,-83.553588,0.0000,-1
OAKFIELD,MI,43.166731,-85.369519,34.0340,1
OAKHURST,MI,43.639742,-83.606077,0.0000,-1
OAKLAND,MI,42.753029,-83.154450,36.2670,1
OAKLAWN BEECHWOOD,MI,42.805023,-86.114486,0.0000,-1
OAKLEY,MI,43.143364,-84.168566,1.0320,3
OAKLEY PARK,MI,42.568921,-83.496605,0.0000,-1
OAKVILLE,MI,42.081432,-83.580770,0.0000,-1
OAKWOOD,MI,42.256430,-85.620006,0.0000,-1
OBERLIN,MI,44.074465,-84.506125,0.0000,-1
OBERLIN HISTORICAL,MI,44.693054,-86.220096,0.0000,-1
OCEOLA,MI,42.651674,-83.861108,36.1260,1
OCQUEOC,MI,45.417103,-84.061349,51.9530,1
ODEN,MI,45.425064,-84.825760,0.6140,3
ODESSA,MI,42.806564,-85.143408,35.5780,1
ODGERS LOCATION,MI,46.097451,-88.349024,0.0000,-1
OGDEN,MI,41.763737,-83.945831,42.1140,1
OGDEN CENTER,MI,41.771995,-83.959666,0.0000,-1
OGEMAW,MI,44.288669,-84.312955,36.2510,1
OGEMAW SPRINGS,MI,44.303630,-84.292506,0.0000,-1
OGONTZ,MI,45.868303,-86.790974,0.0000,-1
OIL CITY,MI,43.610863,-84.588341,0.0000,-1
OJIBWAY,MI,47.339365,-88.327886,0.0000,-1
OKEMOS,MI,42.709062,-84.414283,16.8580,3
OLA,MI,43.182778,-84.562500,0.0000,-1
OLD MILL GARDENS,MI,42.268098,-85.198879,0.0000,-1
OLD MISSION,MI,44.962223,-85.485356,0.0000,-1
OLD SAUGATUCK,MI,42.666413,-86.212817,0.0000,-1
OLD VICTORIA HISTORIC TOWNSITE,MI,46.707719,-89.226531,0.0000,-1
OLDPORT,MI,41.994767,-83.286597,0.0000,-1
OLIVE,MI,42.896082,-86.085680,36.1810,1
OLIVE CENTER,MI,42.914189,-86.081433,0.0000,-1
OLIVER,MI,44.636661,-85.036059,35.7520,1
OLIVERS,MI,43.882516,-85.582274,0.0000,-1
OLIVET,MI,42.443077,-84.930262,1.0200,3
OLNEY CORNERS,MI,43.128083,-84.344704,0.0000,-1
OLSON,MI,43.625584,-84.429167,0.0000,-1
OMENA,MI,45.062472,-85.598315,4.5190,3
OMER,MI,44.048897,-83.857288,1.1320,3
ONAWAY,MI,45.358541,-84.227210,1.6290,3
ONEIDA,MI,42.719571,-84.800238,32.2730,1
ONEIDA CENTER,MI,42.726389,-84.778611,0.0000,-1
ONEKAMA,MI,44.365619,-86.202142,0.5870,3
ONEKAMA JUNCTION,MI,44.336947,-86.202586,0.0000,-1
ONONDAGA,MI,42.474953,-84.547600,36.1140,1
ONOTA,MI,46.453642,-86.968837,87.7320,1
ONSTED,MI,42.006096,-84.189348,1.0670,3
ONTONAGON,MI,46.866320,-89.312399,3.6930,3
ONTWA,MI,41.792728,-86.052304,19.4190,1
ORANGE,MI,42.904051,-85.020458,35.9870,1
ORANGEVILLE,MI,42.552203,-85.479307,33.4270,1
ORCHARD,MI,45.291003,-83.730127,0.0000,-1
ORCHARD BEACH,MI,45.556956,-84.464478,0.0000,-1
ORCHARD LAKE,MI,42.583089,-83.359380,0.0000,-1
ORCHARD LAKE VILLAGE,MI,42.589360,-83.371309,2.3980,3
ORCHARD PARK,MI,42.340874,-85.185549,0.0000,-1
ORCHARD POINT,MI,45.215847,-83.494980,0.0000,-1
ORCHARD VIEW ESTATES,MI,42.100000,-86.428333,0.0000,-1
OREGON,MI,43.089964,-83.398668,32.5530,1
ORIENT,MI,43.873260,-85.133534,34.8030,1
ORION,MI,42.756867,-83.261944,33.1630,1
ORLEANS,MI,43.076358,-85.134513,35.1700,1
ORONO,MI,43.944444,-85.519444,0.0000,-1
ORONOKO,MI,41.945339,-86.406930,32.3360,1
ORR,MI,43.380304,-84.170259,0.0000,-1
ORTONVILLE,MI,42.848144,-83.437999,0.9640,3
OSCEOLA,MI,43.958295,-85.256736,34.0500,1
OSCODA,MI,44.424111,-83.332235,0.8700,3
OSHTEMO,MI,42.287919,-85.705257,35.6890,1
OSIER HISTORICAL,MI,46.115556,-87.001389,0.0000,-1
OSKAR,MI,47.174648,-88.648456,0.0000,-1
OSSAWINAMAKEE BEACH,MI,45.998027,-86.293756,0.0000,-1
OSSEO,MI,41.885881,-84.544117,0.0000,-1
OSSINEKE,MI,44.908297,-83.432043,3.6570,3
OTISCO,MI,43.075299,-85.257962,30.9700,1
OTISVILLE,MI,43.165326,-83.525305,0.8810,3
OTSEGO,MI,42.457983,-85.698576,2.0310,3
OTSEGO LAKE,MI,44.905059,-84.669981,32.7230,1
OTTAWA,MI,41.767269,-83.521323,0.0000,-1
OTTAWA CENTER,MI,43.029466,-86.031158,0.0000,-1
OTTER LAKE,MI,43.213445,-83.459332,0.7550,3
OTTO,MI,43.511861,-86.217014,35.5970,1
OVERISEL,MI,42.725869,-85.953641,35.6450,1
OVID,MI,43.003085,-84.375887,1.0100,3
OWENDALE,MI,43.727361,-83.267148,0.7430,3
OWOSSO,MI,42.995252,-84.175845,5.2480,3
OXBOW,MI,42.021710,-86.386963,0.0000,-1
OXBOW PARK,MI,43.507246,-85.601990,0.0000,-1
OXFORD,MI,42.821430,-83.253464,1.2590,3
OZARK,MI,46.141957,-84.965622,0.0000,-1
PAAVOLA,MI,47.150205,-88.544288,0.0000,-1
PACKARD,MI,42.682258,-84.603036,0.0000,-1
PAINES,MI,43.399748,-84.038865,0.0000,-1
PAINESDALE,MI,47.043406,-88.671537,0.3950,3
PAINT CREEK,MI,42.157541,-83.581604,0.0000,-1
PALATKA,MI,46.049678,-88.624021,0.0000,-1
PALESTINE,MI,45.405530,-87.533451,0.0000,-1
PALISADES PARK,MI,42.312534,-86.321138,0.0000,-1
PALMER,MI,46.443585,-87.581653,0.5930,3
PALMS,MI,43.613629,-82.768267,0.0000,-1
PALMYRA,MI,41.868157,-83.954594,36.4870,1
PALO,MI,43.110650,-84.986143,0.6970,3
PANOLA,MI,46.049397,-88.328746,0.0000,-1
PARADISE,MI,44.577373,-85.499336,52.8710,1
PARCHMENT,MI,42.327495,-85.565336,0.9180,3
PARIS,MI,43.782136,-85.507502,0.8590,3
PARISHFIELD,MI,42.496700,-83.829944,0.0000,-1
PARISVILLE,MI,43.713905,-82.799380,0.0000,-1
PARK,MI,42.021048,-85.580959,34.9490,1
PARK LAKE,MI,44.145846,-85.206153,0.0000,-1
